"path","human","ground","auto","prosodic","ground_wer","ground_cer","auto_wer","auto_cer","prosodic_wer","prosodic_cer"
"SP_DID_234_seg_325.04_327.16.wav","como qual a manifestação você pergunta","como qual é a manifestação você pergunta","como qual a manifestação se pergunta","como qual a manifestação se pergunta",0.1667,0.0526,0.1667,0.1053,0.1667,0.1053
"SP_DID_234_seg_749.16_751.35.wav","eu sei que não há preparação toda","eu sei que não há preparação toda","eu sei que não há preparação toda","eu sei que numa preparação toda",0.0000,0.0000,0.0000,0.0000,0.2857,0.1515
"SP_DID_234_seg_929.39_931.11.wav","porque a gente vê tão bonito né?","porque a gente vê tão bonito né","por que a gente vê tão bonita","porque a gente vê tão bonito né",0.1429,0.0313,0.5714,0.1875,0.1429,0.0313
"SP_DID_234_seg_1813.64_1823.52.wav","eu acho que agora o o pessoal sei lá eles vão de qualquer jeito ao cinema do jeito que estão eles emendam","eu acho que agora o o pessoal sei lá eles vão de qualquer jeito ao cinema do jeito que são eles emendam","eu acho que agora o pessoal se eu era eu ia se um bem com o peixe doce na bandi porque estão","eu acho que agora o pessoal se a senhora se são de um garrafa se estão esses crianças",0.0455,0.0190,0.7727,0.5048,0.6818,0.4762
"SP_DID_234_seg_1192.22_1193.26.wav","para assistir filme","para assistir que eu","para assistir filme","para assistir filme",0.6667,0.2632,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_1013.13_1015.64.wav","eu acho cansativo filme de guerra não vai viu?","acho cansativo filme de guerra não vai","eu acho que se não tem que olhar não vai vir","eu acho que eu não digo que era",0.2222,0.1739,0.7778,0.4565,0.7778,0.6739
"SP_DID_234_seg_87.41_91.12.wav","assisti antes dessa caiu o ministério essa úl a última eu não lembro o nome","assistiantes dessa caiu o ministério essa a última que eu não lembro o nome","assistiantes de sacar o ministério é só o de mais um menino","assisti antes de sacar eu o ministério se eu não te lembro ou não",0.2667,0.1067,0.8667,0.4267,0.6667,0.3600
"SP_DID_234_seg_897.57_902.40.wav","sei lá achei por detrás dos bastidores uma coisa medonha uma bagunça tremenda","sei lá achei por trás dos bastidores uma coisa medonha uma bagunça tremenda","se eu achei por detrás dos ruir a coisa bem por realmente não é mesmo né","sim lá cheio muito atrás dos aí",0.0769,0.0260,0.8462,0.4935,0.8462,0.7143
"SP_DID_234_seg_1271.57_1278.52.wav","outro filme que que eu fiquei também chocada e gostei muito foi o destino de posseidon","outro filme que que eu fiquei também chocada e gostei muito foi o destino de posseidon","ou outro filme que eu fiquei também","outro filme que que que que foi um destino",0.0000,0.0000,0.6875,0.6628,0.6250,0.5581
"SP_DID_234_seg_289.16_290.07.wav","foi a última que eu assisti","foi a última que eu assisti","foi a última que eu assisti","foi a última que eu assisti",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_1185.91_1186.87.wav","eu acho não sei","eu acho não sei","eu acho possível","eu acho não sei",0.0000,0.0000,0.5000,0.4000,0.0000,0.0000
"SP_DID_234_seg_1905.92_1914.45.wav","apesar dos de de de também os filmes passarem tanto na televisão eu acho que isso perde mais o o pessoal prefere ficar em casa","apesar dos de de também os filmes passarem tanto na televisão acho que isso perde mais o o pessoal prefere ficar em casa","apesar dos dê dê também os filmes","apesar dos dê dê dê também os filmes da sara danos da televisão o que eu já disse para ele as outras são de cinze da",0.0800,0.0476,0.8000,0.7540,0.8000,0.4286
"SP_DID_234_seg_1655.61_1655.95.wav","aham","entendi","arrão","aham",1.0000,1.7500,1.0000,1.0000,0.0000,0.0000
"SP_DID_234_seg_402.43_402.67.wav","ah!","ah","ah","ah",1.0000,0.3333,1.0000,0.3333,1.0000,0.3333
"SP_DID_234_seg_1223.27_1224.60.wav","eles adoraram o filme","eles adoraram o filme","eles adoraram o filme","eles adoraram o filme",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_798.97_800.89.wav","tenho impressão que ali levou tanto tempo de ensaio","tem a impressão que ali levou tanto tempo de ensaio","tenho a impressão que ali levou tanto tento pensar eu","tenho a impressão que ele leva o tanto tempo tem ensaio",0.2222,0.0588,0.4444,0.2157,0.5556,0.1765
"SP_DID_234_seg_180.12_181.25.wav","logo que começou eu fui","logo que começou eu fui","nós o que começou eu fui","logo que começou eu fui",0.0000,0.0000,0.4000,0.1739,0.0000,0.0000
"SP_DID_234_seg_1804.09_1808.79.wav","certo eu acho que o o o antigamente os cinemas o ambiente era era outro","certo eu acho que o o antigamente os cinemas o ambiente era era outro","certo eu acho que o antidamente eu sonho e o almente era","certo eu acho que um o lante da mente que vocês vão de",0.0667,0.0282,0.5333,0.3662,0.6667,0.5352
"SP_DID_234_seg_779.68_780.37.wav","como o hair","como rezo","ponga","como eu",0.6667,0.5455,1.0000,0.8182,0.6667,0.5455
"SP_DID_234_seg_211.77_213.96.wav","sei lá eu acho que o teatro está está tão","sei lá eu acho que o teatro está está tão","se em lá eu acho que o diá está está","sei lá eu acho que o teatro está tão",0.0000,0.0000,0.4000,0.3171,0.1000,0.1220
"SP_DID_234_seg_1286.21_1288.03.wav","saí de lá mais cansada","sai de lá mais cansada","e sair vê lá mais cansada","saí dela mais cansada",0.2000,0.0455,0.6000,0.2727,0.4000,0.0909
"SP_DID_234_seg_1086.45_1087.34.wav","eu gostei bastante","eu gostei bastante","eu gostei bastante","eu gostei bastante",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_374.35_375.95.wav","era sábado à noite","era sábado à noite","era sabado à noite","era sabado à noite",0.0000,0.0000,0.2500,0.0556,0.2500,0.0556
"SP_DID_234_seg_1139.56_1141.97.wav","as artistas parecem umas bonecas né","as artistas parecem umas bonecas né","as artistas pareciam umas donetas né","as artistas parecem umas gomecas né",0.0000,0.0000,0.3333,0.1143,0.1667,0.0571
"SP_DID_234_seg_96.80_97.57.wav","gostei muito","gostei muito","gostei muito","gostei muito",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_1301.59_1302.30.wav","prende a atenção","prende a atenção","prender a atenção","prender a atenção",0.0000,0.0000,0.3333,0.0625,0.3333,0.0625
"SP_DID_234_seg_1992.93_2005.17.wav","o que eu noto é que os cinemas parece que não estão também eh como antigamente que eram cinemas bem limpos poltronas em ordem hoje em dia você vai ao cinema não não tem mais acomodações assim","o que eu noto é que os cinemas parece que não estão também ah como antigamente que eram cinemas bem limpos poltronas em ordem e hoje em dia você vê o cinema não não não tem mais acomodações assim","o que o modo é que o seu irmão parece que não estão também incomodamente","o que eu noto é que o senhor rio é que os senhores não sejam de um outro dia não se dizem lá na da distrindo",0.1351,0.0524,0.7838,0.6911,0.7838,0.6545
"SP_DID_234_seg_1886.86_1887.93.wav","hoje já não é mais","hoje já não é mais","hoje já não é mais","hoje já não é mais",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_1420.01_1428.83.wav","os artistas que f que são os principais do do filme eu tenho a impressão que é mais do que eles não né?","os artistas que que são os principais do do filme eu tenho a impressão que é mais do que eles não né","os artistas que que são os principais e os viam isso viam isso aí","os artistas que são os principais do filme eu tenho a impressão assim",0.0870,0.0291,0.6957,0.4757,0.4783,0.3495
"SP_DID_234_seg_1307.93_1310.08.wav","dói esse filme dói","dó esse filme dá","bó esse filme boi","olha esse filme dói",0.5000,0.1667,0.5000,0.2222,0.2500,0.2222
"SP_DID_234_seg_285.14_288.04.wav","depois vários artistas de televisão estavam trabalhando nessa peça","depois vários artistas de televisão estavam trabalhando nessa peça","depois vários artistas de vi visão","depois vários artistas de televisão",0.0000,0.0000,0.5556,0.5303,0.4444,0.4697
"SP_DID_234_seg_462.72_464.02.wav","não é?","não é","vó","vó é",0.5000,0.1667,1.0000,1.0000,1.0000,0.6667
"SP_DID_234_seg_85.00_86.23.wav","uma peça muito comentada","uma pessoa muito comentada","uma peça muitos mil e","uma peça muito ruim",0.2500,0.1250,0.7500,0.3750,0.2500,0.3750
"SP_DID_234_seg_1608.32_1612.48.wav","porque antigamente no tempo que eu estudava o o o estudante quase não ligava para isso","antigamente no tempo que eu estudava o estudante quase não ligava para isso","porque antigamente o tempo que eu estudava o risco eu quase não me empregava","porque aqui da mente não tem que não precisava o o rosto da minha nada",0.1875,0.1279,0.4375,0.3023,0.8750,0.5233
"SP_DID_234_seg_1754.72_1760.33.wav","e eu acho que o problema monetário que é o que afasta mais o pessoal do teatro","e eu acho que o problema monetário que é o que afasta mais o pessoal do teatro","eu acho que o problema no venta eu que eu refazo a massa de sogra","e eu acho que o problema monetário",0.0000,0.0000,0.6471,0.4487,0.5882,0.5641
"SP_DID_234_seg_2123.98_2125.49.wav","agora novelas também né","agora novelas também né","agora novelas também né","agora novelas também né",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_269.48_271.00.wav","eu acho que foi casa de bonecas né","eu acho que foi casa de bonecas né","eu acho que foi casar de bovecas né","eu acho que fui casar de bonecas né",0.0000,0.0000,0.2500,0.0588,0.2500,0.0588
"SP_DID_234_seg_1323.43_1324.32.wav","fundo musical né","fundo musical né","fundo musical né","fundo musical né",0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_185.08_192.22.wav","de antes de hair eu assisti um outro uma outra peça na aliança francesa bom também não recordo o nome","de antes de rádio eu assisti um outro uma outra peça na aliança francesa bom também não recordo o nome","dente deus dele eu passei se o o meu","brem antes dele eu assisti um novo para essa laranja ser uma",0.0500,0.0396,0.9000,0.7525,0.8000,0.5743
"SP_DID_234_seg_541.64_558.00.wav","eu tenho ido à à à televisão fazer uns programas ajudar um pessoal que que que tem me pedido para fazer programação da da de sucos do lanjal eu acho que a televisão é completamente diferente do que a gente assiste","eu tinha ido à à televisão fazer uns programas ajudar um pessoal que que que tenha me pedido para fazer programação da de sucos do lanjau eu acho que a televisão é completamente diferente do que a gente assiste","meu tenho ido à televisão faziam os programas e ajudaram a escola","eu tenho ido à televisão fazer uns programas mas vezes eu tenho um sonho que que viveu em esses rastros ah assim",0.1220,0.0516,0.8537,0.7371,0.7805,0.5915
"SP_DID_234_seg_1327.75_1329.48.wav","eu já falei para você cenários né","eu já falei para você cenários né","eu já falei para ser cenários né","eu já falei para ser cenários né",0.0000,0.0000,0.1429,0.1212,0.1429,0.1212
"SP_DID_234_seg_28.00_30.92.wav","então é uma assistente social mas ela é formidável sabe","não é uma assistente social mas ela é formidada sabe","então é uma assistente social mas ela é formidável saber","então eu lá assistente social",0.2000,0.1091,0.1000,0.0182,0.7000,0.5636
"SP_DID_234_seg_376.88_386.46.wav","e outro outras peças que eu assisti como por exemplo mais vale um um asno voando do que um burro que me carregue é um um uma peça um","e outras outras peças que eu assisti como por exemplo mais vale um um asno voando do que um burro que me carregue uma peça","e outras peças que eu assisti como por exemplo nós darem mais o arroz o ano algum outro","e outras peças que eu assisti umas seis dez e já",0.1724,0.0985,0.6897,0.4773,0.7931,0.6818
"SP_DID_234_seg_2126.04_2130.32.wav","a maioria das pessoas principalmente do sexo feminino ficam grudadas em novela","a maioria das pessoas principalmente do sexo feminino ficam grudadas em novela","a maioria das pessoas fisicalmente dos sexos e que não me organizaram são","a maioria das pessoas principalmente do cécio verino ficam grudadas em novela",0.0000,0.0000,0.7500,0.4359,0.1667,0.1026
"SP_DID_234_seg_1032.51_1041.90.wav","eu tenho ido pouco ao cinema porque eh sei lá eu o pessoal que vai ah diz que tal filme não é bom eu prefiro ficar em casa e não ir a cinema","eu tenho ido um pouco ao cinema porque eh sei lá o pessoal que vai ah diz que tal filme não é bom eu prefiro ficar em casa e não ir ao cinema","eu tenho que ir do pouco aos eme na júria","eu tenho ido pouco ao cinema porque se você as suas as pessoas",0.0909,0.0500,0.9091,0.7643,0.7879,0.6286
"SP_DID_234_seg_294.27_296.69.wav","quase quase sempre elas vão quase todo domingo","quase quase sempre elas vão quase todo domingo","quase quase sempre elas vão quase tudo dormindo","quase quase sempre elas vão quase do domingo",0.0000,0.0000,0.2500,0.0652,0.1250,0.0435
"SP_DID_234_seg_1081.67_1085.34.wav","o filme é lindo o filme tem umas cenas maravilhosas viu","o filme é lindo o filme tem umas cenas maravilhosas","o filme é lindo o filme tem umas cenas maravilhosas viu","o filme é lindo o filme tem umas cenas maravilhosas viu",0.0909,0.0727,0.0000,0.0000,0.0000,0.0000
"SP_DID_234_seg_1064.19_1070.07.wav","e lá em em em poços de caldas você sabe lugar pequeno o pessoal vai ma muito mais a cinema né","e lá em em em postos de caldas você sabe em lugar pequeno o pessoal vai muito mais no cinema né","pela aí vem de pelas so mas a senhora","pela rei que que era para ser essa",0.1905,0.1075,0.9048,0.7419,1.0000,0.7742
"SP_DID_234_seg_139.08_145.53.wav","mas eu acho que o teatro hoje em dia está está indo para um caminho eh tão tanto palavrão tanta","mas eu acho que o teatro hoje em dia está está indo para um caminho é tão tanto palavrão tanta","mas eu acho que eu queria falar vim ver","mas eu acho que o teatro hoje em dia é as tardinhas",0.0500,0.0211,0.8000,0.7053,0.5500,0.5158
"SP_DID_234_seg_205.05_210.22.wav","palavrões escritos falados e distribuídos de todo jeito","falavrões escritos falados e distribuídos de todo jeito","e o leão é descrito os jovens e jovem e discrego rindo de todo jeito","eu e sempre tive a ver eles mudam das bolsas",0.1250,0.0182,1.3750,0.6364,1.2500,0.7818
"SP_DID_234_seg_2068.66_2073.23.wav","eu gosto de programa de televisão igual filme","eu gosto de programa de televisão igual ao filme","eu gosto de programa de televisão igual filme","e o gosto de programa de televisão e do com o filme",0.1250,0.0667,0.0000,0.0000,0.7500,0.2667
"SP_DID_234_seg_1077.19_1080.89.wav","ele disse que realmente na cidade todo mundo estava comentando do filme","ele disse que realmente na cidade todo mundo estava comentando do filme","e ele disse que realmente a cidade de todo mundo estava contando","e me disse que realmente na cidade de todo",0.0000,0.0000,0.5000,0.2394,0.6667,0.4507
"SP_DID_234_seg_1045.94_1050.40.wav","olha eu estive o mês passado em poços de caldas estava passando um filme que eu achei lindo aqui em são paulo","olha eu estive em um espaço hospital eu estava passando um filme que eu achei lindo aqui em são paulo","ora eu estive um mês passado em museu de ser pausa do seu palácio se seguindo","olha que diz o meu deus é o que eu quero ser um grande",0.3182,0.2110,0.7273,0.5138,0.8182,0.6789
"SP_DID_234_seg_933.05_939.71.wav","mas eu tive pouco tempo viu com com essa parte assim de balé eu eu estudei mas não me apresentei quase nada","mas eu tive pouco tempo viu com com essa parte assim de balé eu estudei mas não me apresentei quase nada","mas eu tive pouco tempo viu com essa traga assim eu sei se você viu","mas eu tive pouco tempo vi o cuncum essa parte",0.0455,0.0280,0.5455,0.4766,0.6818,0.6262
"SP_DID_234_seg_2112.35_2120.90.wav","eu acho que o que mais prende o pessoal que a gente ouve e eu vejo o o o os come e e e ouço os comentários eu acho que são os filmes que passam","eu acho que o que mais prende o pessoal que a gente ouve e eu vejo o o o o os com e eu ouço os comentários eu acho que são os filmes que passam","eu acho que o que mais trem deu o pessoal tinha que ir o e o vestu viu a ação","e eu acho que o que nós aprendemos o peixe o pêsuloso com ele e a gente as suas rolos rosa",0.1143,0.0350,0.7429,0.6014,0.8000,0.5734
"SP_DID_234_seg_1698.47_1706.58.wav","e o pessoal diz ah só tem esses programas de domingo mas você vê em todas as casas que você vá no domingo ligam no fantástico!","e o pessoal diz ah só tem esses programas de domingo mas você vê em todas as casas que você vá no domingo ligam no fantástico","e o pessoal de sessó tem que estudando","e o pessoal de sessó tem esses problemas do menino de um vinho",0.0385,0.0079,0.8077,0.7540,0.8077,0.6190
"SP_DID_234_seg_612.99_615.74.wav","quer dizer o pouco que eu eu imagino isso","quer dizer o pouco que eu eu imagino isso","de dizer o pouco que eu eu imagino isso","quer dizer um pouco que eu imagino isso ó",0.0000,0.0000,0.1111,0.0732,0.3333,0.1707
"SP_DID_234_seg_701.60_706.38.wav","deve ser um tipo assim de trabalho mais ou menos o o pessoal de tel de de tê televisão né","deve ser um tipo assim de trabalho mais ou menos o pessoal de de de de televisão né","deve ser um tipo assim de trabalho mais ou menos o pessoal de viver vivi viagem","deve ser um tipo assim de trabalho mais ou menos ou pessoal da de televisão né",0.1500,0.0787,0.3500,0.2584,0.3000,0.1461
"SP_DID_234_seg_1476.53_1479.14.wav","é que a criançada assiste tanto desenho na televisão né","é que a criançada assiste tanto desenho na televisão né","é que a criançada assiste tanto o desenho na televisão né","é que a criançada assiste tanto o desenho na televisão né",0.0000,0.0000,0.1000,0.0364,0.1000,0.0364
"SP_DID_234_seg_297.09_298.77.wav","eu sou um pouco preguiçosa não vou","eu sou um pouco profissão eu não vou","eu sou um pouco previçosa não vou","eu sou um pouco previçosa não vou",0.2857,0.2647,0.1429,0.0588,0.1429,0.0588
"SP_DID_234_seg_917.46_918.66.wav","sim tem os camarins né","sim tem os camarins né","sim tem gostado de mim né","centenoso",0.0000,0.0000,0.6000,0.5455,1.0000,0.8182
"SP_DID_234_seg_1141.97_1145.78.wav","quando trabalham em filme","como esse filme","quando travaram em filme","quando trabalham em filme",0.7500,0.6400,0.2500,0.1200,0.0000,0.0000
"SP_DID_234_seg_119.15_126.94.wav","o que mais a a nos chama a atenção é o o o enredo da peça ah os artistas bons porque às vezes né?","o que mais a peça nos chama a atenção é o o o o o redor da peça os artistas bons porque às vezes né","como que mais almoço chamar atenção o homem e lembra só os anjos que eu recebi","pouque mais a nos chama a atenção se rindo pedras essas salas",0.2500,0.1237,0.7917,0.5052,0.7500,0.5155
"SP_DID_234_seg_1288.03_1294.34.wav","então nós vamos ao cinema para distrair eu saí de lá eu estava um mas estava eu estava um trapo eu disse meu deus mas que filme","então nós vamos ao cinema para distrair eu saí de lá eu estava mas eu estava um trapo eu disse meu deus mas que filme","então nós vamos lá e vindo","então nós vamos ao cinema para distrair os saque de lá eu e saímos nós as essas seas com o crescer os dias",0.0741,0.0787,0.8519,0.8110,0.6296,0.4409
"SP_DID_234_seg_1394.42_1399.59.wav","eu não sei mas eu acho que sei lá não tenho quase assistido filmes né","eu não sei mas eu acho que sei lá não tenho quase assistido filmes né","eu não sei mas eu acho que sim eu não tenho quase que vi vi vi","eu não sei lá assim mas a gente tinha um dinás não sei",0.0000,0.0000,0.4000,0.2754,0.8000,0.6087
"SP_DID_234_seg_997.24_998.36.wav","eu saber que o filme é bom","e eu saber que o filme é bom","eu saber que o filme é bom","eu saber que o filme é bom",0.1429,0.0769,0.0000,0.0000,0.0000,0.0000
